id,label,modularity_class,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering
25935,,0,0,1,1,0,1,1,9,0.218294,0.224558,0,0
25936,,21,0,1,1,0,1,1,1,1,1,0,0
25940,,2,0,1,1,0,1,1,9,0.238286,0.246733,0,0
25941,,305,0,1,1,0,1,1,1,1,1,0,0
25942,,305,1,0,1,1,0,1,0,0,0,0,0
25945,,7,0,1,1,0,1,1,10,0.185014,0.188912,0,0
25948,,8,0,1,1,0,1,1,9,0.233264,0.241028,0,0
25949,,10,0,1,1,0,1,1,9,0.198304,0.203062,0,0
25950,,8,0,1,1,0,1,1,9,0.198884,0.203512,0,0
25953,,24,0,3,3,0,3,3,9,0.233789,0.242196,0,0.166667
25955,,7,0,2,2,0,2,2,8,0.265667,0.277083,0,0.5
25960,,15,0,1,1,0,1,1,9,0.219926,0.226711,0,0
25961,,0,0,2,2,0,2,2,8,0.228967,0.236713,0,0.5
25962,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
25963,,7,0,1,1,0,1,1,7,0.293553,0.307954,0,0
25964,,11,0,1,1,0,1,1,10,0.184133,0.188043,0,0
25966,,11,0,1,1,0,1,1,9,0.222226,0.228905,0,0
25967,,0,0,2,2,0,2,2,8,0.226812,0.234293,0,1
25968,,7,0,1,1,0,1,1,8,0.244494,0.252927,0,0
25969,,11,0,1,1,0,1,1,10,0.18857,0.192753,0,0
25970,,10,0,2,2,0,2,2,9,0.213526,0.219447,0,0
25974,,11,0,1,1,0,1,1,9,0.190792,0.195183,0,0
25975,,5,0,1,1,0,1,1,9,0.226283,0.233092,0,0
25977,,11,0,1,1,0,1,1,9,0.214724,0.220774,0,0
25978,,15,0,1,1,0,1,1,9,0.215151,0.221458,0,0
25980,,15,0,1,1,0,1,1,9,0.184242,0.18812,0,0
25983,,11,0,1,1,0,1,1,8,0.229011,0.236303,0,0
25984,,15,0,1,1,0,1,1,9,0.215151,0.221458,0,0
25985,,16,0,1,1,0,1,1,8,0.233279,0.241109,0,0
25987,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
25991,,7,0,2,2,0,2,2,8,0.24888,0.257889,0,0
25992,,15,0,1,1,0,1,1,8,0.217234,0.223577,0,0
25996,,5,0,1,1,0,1,1,8,0.248302,0.257867,0,0
25999,,12,0,2,2,0,2,2,8,0.231466,0.239477,0,0
26000,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
26002,,7,0,1,1,0,1,1,1,1,1,0,0
26003,,11,0,1,1,0,1,1,8,0.229011,0.236303,0,0
26005,,19,0,1,1,0,1,1,9,0.224454,0.231835,0,0
26007,,306,0,1,1,0,1,1,1,1,1,0,0
26008,,306,1,0,1,1,0,1,0,0,0,0,0
26009,,8,0,1,1,0,1,1,9,0.226025,0.232676,0,0
26010,,0,0,4,4,0,4,4,8,0.232342,0.239353,0,0
28682,,0,1,0,1,1,0,1,0,0,0,0,0
26448,,6,1,3,4,1,3,4,8,0.235269,0.242828,12016.295195,0.333333
26015,,307,1,1,2,1,1,2,1,1,1,1,0
26016,,307,1,0,1,1,0,1,0,0,0,0,0
26017,,7,0,1,1,0,1,1,9,0.20921,0.214873,0,0
26026,,11,0,2,2,0,2,2,8,0.246117,0.255081,0,1
26028,,308,0,1,1,0,1,1,1,1,1,0,0
26029,,308,1,0,1,1,0,1,0,0,0,0,0
26031,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
26032,,16,0,1,1,0,1,1,9,0.210713,0.216558,0,0
26033,,8,0,2,2,0,2,2,9,0.231392,0.239104,0,0.5
26035,,21,0,1,1,0,1,1,9,0.221969,0.229196,0,0
26037,,11,0,1,1,0,1,1,9,0.185415,0.189394,0,0
28972,,9,1,1,2,1,1,2,9,0.18979,0.194145,0,0
29236,,9,1,0,1,1,0,1,0,0,0,0,0
29280,,9,1,2,3,1,2,3,9,0.189792,0.194172,0,0.5
29526,,9,1,0,1,1,0,1,0,0,0,0,0
29675,,9,2,0,2,2,0,2,0,0,0,0,1
29946,,9,1,0,1,1,0,1,0,0,0,0,0
29994,,9,2,2,4,2,2,4,9,0.189792,0.194172,0,1
30010,,9,2,2,4,2,2,4,9,0.189792,0.194172,0,1
26039,,11,0,1,1,0,1,1,8,0.251382,0.261452,0,0
26040,,10,0,1,1,0,1,1,9,0.234856,0.243135,0,0
26041,,12,0,1,1,0,1,1,9,0.213606,0.219549,0,0
26042,,13,0,1,1,0,1,1,9,0.188967,0.193136,0,0
26043,,11,0,1,1,0,1,1,9,0.23129,0.238425,0,0
26044,,16,0,1,1,0,1,1,8,0.234941,0.243151,0,0
26045,,11,0,1,1,0,1,1,9,0.208871,0.214468,0,0
26046,,15,0,1,1,0,1,1,10,0.158836,0.161434,0,0
26047,,11,0,1,1,0,1,1,11,0.157573,0.160048,0,0
26049,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
26050,,7,1,2,3,1,2,3,8,0.263459,0.275193,172.331372,0.5
26051,,24,0,2,2,0,2,2,9,0.231785,0.239992,0,1
26055,,10,0,2,2,0,2,2,8,0.249715,0.260661,0,1
26057,,11,0,1,1,0,1,1,8,0.251382,0.261452,0,0
26058,,21,0,3,3,0,3,3,9,0.224411,0.232025,0,1
26059,,11,0,1,1,0,1,1,8,0.229011,0.236303,0,0
26060,,8,0,4,4,0,4,4,8,0.248545,0.258387,0,0.25
26065,,0,0,1,1,0,1,1,8,0.230853,0.23867,0,0
26066,,16,0,1,1,0,1,1,9,0.192478,0.197236,0,0
26067,,11,0,1,1,0,1,1,8,0.216596,0.222828,0,0
26068,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
26069,,1,0,1,1,0,1,1,8,0.224644,0.231298,0,0
26070,,1,0,1,1,0,1,1,8,0.224644,0.231298,0,0
26071,,8,0,1,1,0,1,1,9,0.21009,0.21546,0,0
26076,,24,0,1,1,0,1,1,9,0.231745,0.239907,0,0
26079,,16,0,1,1,0,1,1,1,1,1,0,0
26081,,11,0,1,1,0,1,1,9,0.213504,0.219764,0,0
26085,,15,0,2,2,0,2,2,9,0.211737,0.21763,0,0.5
26086,,8,0,2,2,0,2,2,9,0.220014,0.226513,0,0.5
26087,,21,1,2,3,1,2,3,9,0.198687,0.203188,1.02,0
26090,,11,0,2,2,0,2,2,8,0.248063,0.258186,0,0.5
26092,,8,0,1,1,0,1,1,8,0.230108,0.238119,0,0
26093,,8,0,3,3,0,3,3,8,0.248643,0.258121,0,0
26094,,15,0,3,3,0,3,3,8,0.243098,0.251339,0,0
26096,,8,0,1,1,0,1,1,8,0.233056,0.241283,0,0
26097,,7,0,1,1,0,1,1,9,0.222499,0.229441,0,0
26098,,7,0,2,2,0,2,2,8,0.242697,0.251392,0,0.5
26101,,7,0,1,1,0,1,1,9,0.210826,0.216917,0,0
26102,,1,0,1,1,0,1,1,9,0.217487,0.223937,0,0
26104,,11,0,4,4,0,4,4,8,0.251782,0.262197,0,0.5
26106,,11,0,1,1,0,1,1,9,0.21948,0.225447,0,0
31866,,11,1,2,3,1,2,3,8,0.251389,0.261488,0.866667,0.666667
33388,,11,1,1,2,1,1,2,8,0.251379,0.261448,0,1
26108,,15,0,1,1,0,1,1,9,0.214648,0.220517,0,0
26109,,8,0,2,2,0,2,2,9,0.196186,0.200439,0,0.5
26110,,15,0,2,2,0,2,2,8,0.262014,0.273222,0,1
26111,,8,0,1,1,0,1,1,9,0.220764,0.227698,0,0
26113,,7,0,1,1,0,1,1,8,0.244345,0.253397,0,0
26114,,11,0,3,3,0,3,3,9,0.218215,0.2246,0,0
26115,,11,1,0,1,1,0,1,0,0,0,0,0
26116,,11,0,1,1,0,1,1,10,0.169317,0.172045,0,0
26118,,9,0,2,2,0,2,2,9,0.185658,0.19008,0,1
26119,,15,0,1,1,0,1,1,9,0.219926,0.226711,0,0
26121,,11,0,1,1,0,1,1,8,0.242301,0.250673,0,0
26122,,13,0,1,1,0,1,1,8,0.235883,0.243933,0,0
26126,,10,1,4,5,1,4,5,9,0.218363,0.224844,18828,0
26127,,10,1,0,1,1,0,1,0,0,0,0,0
29464,,10,1,1,2,1,1,2,10,0.179228,0.182735,0,0
26128,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
26130,,309,0,1,1,0,1,1,1,1,1,0,0
26131,,309,1,0,1,1,0,1,0,0,0,0,0
28894,,7,1,0,1,1,0,1,0,0,0,0,0
27703,,7,1,6,7,1,6,7,8,0.264436,0.276099,141.346091,0.02381
29561,,7,1,0,1,1,0,1,0,0,0,0,0
26135,,16,0,1,1,0,1,1,8,0.236961,0.24442,0,0
26136,,8,0,1,1,0,1,1,9,0.223726,0.230675,0,0
26137,,11,0,1,1,0,1,1,10,0.184136,0.187988,0,0
26138,,21,0,1,1,0,1,1,9,0.221969,0.229196,0,0
26140,,15,0,2,2,0,2,2,9,0.183741,0.187822,0,0
26142,,11,0,1,1,0,1,1,8,0.240389,0.248209,0,0
26145,,6,0,1,1,0,1,1,8,0.25615,0.266929,0,0
26739,,13,1,1,2,1,1,2,10,0.17888,0.182559,0,0
29554,,13,4,1,5,4,1,5,10,0.178876,0.182545,63624,0
26147,,24,0,1,1,0,1,1,9,0.216587,0.222886,0,0
28472,,6,3,2,5,3,2,5,11,0.144726,0.146637,18829.787037,0.166667
34195,,6,1,2,3,1,2,3,11,0.144726,0.146637,0,1
26150,,15,0,1,1,0,1,1,9,0.215151,0.221458,0,0
26151,,16,0,1,1,0,1,1,9,0.211834,0.217468,0,0
26154,,13,0,2,2,0,2,2,8,0.235998,0.244095,0,1
26156,,16,0,2,2,0,2,2,10,0.173055,0.176312,0,0
26157,,11,0,1,1,0,1,1,8,0.239859,0.247713,0,0
26159,,15,0,1,1,0,1,1,9,0.220858,0.227933,0,0
26160,,2,0,1,1,0,1,1,9,0.238286,0.246733,0,0
26161,,11,0,1,1,0,1,1,9,0.202777,0.207926,0,0
26163,,10,0,1,1,0,1,1,8,0.244161,0.253367,0,0
29728,,9,1,0,1,1,0,1,0,0,0,0,0
30748,,9,1,0,1,1,0,1,0,0,0,0,0
26165,,11,0,1,1,0,1,1,9,0.224805,0.232229,0,0
26167,,18,0,1,1,0,1,1,9,0.183805,0.188435,0,0
26168,,8,0,2,2,0,2,2,9,0.215377,0.22146,0,0.5
26169,,11,0,1,1,0,1,1,10,0.186715,0.190764,0,0
26170,,10,0,1,1,0,1,1,10,0.191907,0.196436,0,0
26171,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
26174,,8,0,3,3,0,3,3,8,0.259361,0.270214,0,0.333333
26175,,310,0,1,1,0,1,1,1,1,1,0,0
26176,,310,1,0,1,1,0,1,0,0,0,0,0
26178,,5,0,1,1,0,1,1,9,0.212622,0.218545,0,0
26181,,11,0,2,2,0,2,2,8,0.248774,0.257793,0,0
26182,,11,2,0,2,2,0,2,0,0,0,0,0
26184,,5,0,1,1,0,1,1,9,0.214673,0.220515,0,0
26186,,5,0,2,2,0,2,2,8,0.234596,0.242669,0,1
26187,,11,0,1,1,0,1,1,8,0.216596,0.222828,0,0
26188,,21,0,1,1,0,1,1,9,0.221969,0.229196,0,0
26189,,8,0,1,1,0,1,1,8,0.251452,0.260347,0,0
26190,,8,0,1,1,0,1,1,8,0.229889,0.237489,0,0
26191,,7,0,1,1,0,1,1,9,0.206708,0.212248,0,0
26192,,16,0,2,2,0,2,2,8,0.257554,0.268727,0,0
31154,,16,1,0,1,1,0,1,0,0,0,0,0
26202,,8,0,1,1,0,1,1,9,0.214697,0.220825,0,0
26203,,7,0,1,1,0,1,1,9,0.215311,0.221351,0,0
26204,,16,0,2,2,0,2,2,8,0.257565,0.26875,0,0
26206,,8,0,1,1,0,1,1,9,0.231387,0.239068,0,0
26209,,15,0,1,1,0,1,1,9,0.210252,0.215802,0,0
26210,,0,0,1,1,0,1,1,9,0.188504,0.192408,0,0
26211,,16,0,3,3,0,3,3,9,0.228588,0.236427,0,0.666667
26212,,1,0,1,1,0,1,1,9,0.216779,0.223052,0,0
26213,,7,0,1,1,0,1,1,9,0.216338,0.222582,0,0
26214,,311,0,4,4,0,4,4,2,0.833333,0.9,0,0.083333
26380,,311,2,0,2,2,0,2,0,0,0,0,0
27606,,311,1,0,1,1,0,1,0,0,0,0,0
26215,,16,0,1,1,0,1,1,10,0.167065,0.169948,0,0
26217,,16,0,1,1,0,1,1,1,1,1,0,0
26224,,11,0,1,1,0,1,1,9,0.222226,0.228905,0,0
26225,,16,0,1,1,0,1,1,8,0.236961,0.24442,0,0
26226,,8,0,1,1,0,1,1,9,0.230193,0.238549,0,0
26228,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
26229,,8,0,3,3,0,3,3,8,0.264796,0.276021,0,0.333333
26230,,16,0,1,1,0,1,1,8,0.235753,0.244207,0,0
26232,,7,0,1,1,0,1,1,1,1,1,0,0
26234,,8,0,1,1,0,1,1,10,0.172257,0.175171,0,0
26235,,11,0,1,1,0,1,1,8,0.229011,0.236303,0,0
26238,,13,0,1,1,0,1,1,8,0.234601,0.241751,0,0
26243,,7,0,1,1,0,1,1,9,0.235473,0.242933,0,0
26244,,16,0,1,1,0,1,1,8,0.238712,0.2466,0,0
26245,,7,0,1,1,0,1,1,8,0.227715,0.234326,0,0
26247,,11,0,1,1,0,1,1,8,0.230091,0.237701,0,0
26248,,11,0,1,1,0,1,1,10,0.184129,0.188034,0,0
26249,,7,0,1,1,0,1,1,8,0.2284,0.235296,0,0
26250,,7,0,1,1,0,1,1,9,0.210959,0.216513,0,0
26251,,11,0,1,1,0,1,1,9,0.229659,0.236946,0,0
26253,,5,0,2,2,0,2,2,1,1,1,0,0
26256,,8,0,1,1,0,1,1,10,0.186859,0.190925,0,0
26258,,0,0,1,1,0,1,1,8,0.238232,0.246371,0,0
26261,,21,1,0,1,1,0,1,0,0,0,0,0
26263,,0,0,1,1,0,1,1,10,0.171668,0.174869,0,0
26264,,19,0,1,1,0,1,1,9,0.188054,0.192248,0,0
26265,,16,0,4,4,0,4,4,8,0.237125,0.246079,0,0.916667
26266,,12,0,1,1,0,1,1,9,0.208155,0.213697,0,0
26270,,11,0,1,1,0,1,1,9,0.209403,0.215495,0,0
26271,,16,0,2,2,0,2,2,9,0.20979,0.2157,0,1
26272,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
26273,,8,0,12,12,0,12,12,8,0.27647,0.289708,0,0.363636
34055,,8,1,0,1,1,0,1,0,0,0,0,0
26278,,7,0,1,1,0,1,1,8,0.252681,0.261932,0,0
26280,,312,0,3,3,0,3,3,8,0.257734,0.268035,0,0
26638,,312,2,1,3,2,1,3,1,1,1,1,0.166667
35403,,312,3,0,3,3,0,3,0,0,0,0,0
26286,,16,0,1,1,0,1,1,1,1,1,0,0
26288,,11,0,2,2,0,2,2,9,0.217159,0.223344,0,0
26290,,11,0,3,3,0,3,3,9,0.237844,0.24711,0,0.333333
26291,,0,0,1,1,0,1,1,1,1,1,0,0
26292,,11,0,1,1,0,1,1,8,0.244433,0.254493,0,0
26293,,19,0,1,1,0,1,1,10,0.162295,0.164913,0,0
26296,,11,0,1,1,0,1,1,9,0.221416,0.228332,0,0
26298,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
26299,,313,0,1,1,0,1,1,1,1,1,0,0
26300,,313,1,0,1,1,0,1,0,0,0,0,0
26302,,5,1,3,4,1,3,4,9,0.238096,0.246257,709.1719,0.333333
26303,,21,0,1,1,0,1,1,11,0.161421,0.164033,0,0
26309,,13,0,12,12,0,12,12,9,0.204781,0.210614,0,0.386364
30159,,13,1,1,2,1,1,2,9,0.20184,0.206976,0,0.5
26311,,15,0,1,1,0,1,1,9,0.220312,0.226978,0,0
26312,,314,0,1,1,0,1,1,1,1,1,0,0
26313,,314,1,0,1,1,0,1,0,0,0,0,0
26315,,6,0,1,1,0,1,1,9,0.199422,0.203947,0,0
26317,,9,0,4,4,0,4,4,9,0.185631,0.190259,0,0.416667
26318,,11,0,1,1,0,1,1,9,0.207996,0.214081,0,0
26319,,16,1,1,2,1,1,2,9,0.211834,0.217468,0,0.5
26321,,6,0,1,1,0,1,1,8,0.219698,0.225869,0,0
26322,,15,0,1,1,0,1,1,9,0.201829,0.206936,0,0
26324,,315,1,1,2,1,1,2,1,1,1,1,0
26325,,315,1,0,1,1,0,1,0,0,0,0,0
26326,,7,0,1,1,0,1,1,9,0.246124,0.25571,0,0
26327,,8,0,1,1,0,1,1,9,0.182994,0.186858,0,0
26328,,7,0,1,1,0,1,1,9,0.209145,0.214505,0,0
26332,,11,0,1,1,0,1,1,9,0.199206,0.203914,0,0
26635,,8,1,0,1,1,0,1,0,0,0,0,0
26766,,3,1,4,5,1,4,5,8,0.241189,0.249521,77.54207,0.1
26839,,8,1,0,1,1,0,1,0,0,0,0,0
26922,,8,1,0,1,1,0,1,0,0,0,0,0
26334,,10,0,1,1,0,1,1,9,0.187882,0.192124,0,0
26335,,10,1,1,2,1,1,2,8,0.231335,0.239437,18827,0
26336,,7,0,1,1,0,1,1,9,0.200066,0.204368,0,0
26337,,8,0,1,1,0,1,1,9,0.228129,0.235344,0,0
26340,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
26341,,9,0,1,1,0,1,1,9,0.189796,0.194161,0,0
26342,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
26343,,11,0,1,1,0,1,1,2,0.6,0.666667,0,0
26344,,8,0,1,1,0,1,1,9,0.231387,0.239068,0,0
26345,,11,0,1,1,0,1,1,9,0.231783,0.240091,0,0
26346,,11,0,1,1,0,1,1,9,0.217769,0.22458,0,0
26353,,11,0,1,1,0,1,1,8,0.244433,0.254493,0,0
26354,,10,0,1,1,0,1,1,9,0.228024,0.235474,0,0
26969,,11,2,1,3,2,1,3,9,0.207107,0.212703,18825,0
26357,,11,0,1,1,0,1,1,9,0.232386,0.240377,0,0
26358,,311,0,2,2,0,2,2,2,0.75,0.833333,0,0
26359,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
26361,,5,0,1,1,0,1,1,9,0.203892,0.209,0,0
26362,,16,0,2,2,0,2,2,8,0.234951,0.243191,0,0.5
26363,,8,0,1,1,0,1,1,8,0.262756,0.273466,0,0
26364,,6,0,1,1,0,1,1,8,0.247395,0.256736,0,0
26366,,316,0,1,1,0,1,1,1,1,1,0,0
26367,,316,1,0,1,1,0,1,0,0,0,0,0
26368,,11,0,1,1,0,1,1,9,0.197396,0.202289,0,0
26369,,0,0,1,1,0,1,1,9,0.198992,0.203989,0,0
26370,,16,0,1,1,0,1,1,9,0.195086,0.199858,0,0
26371,,7,0,9,9,0,9,9,8,0.274102,0.286708,0,0.333333
26372,,16,0,1,1,0,1,1,9,0.211834,0.217468,0,0
26373,,8,0,1,1,0,1,1,9,0.231387,0.239068,0,0
26375,,3,0,1,1,0,1,1,9,0.214123,0.219985,0,0
26377,,9,0,2,2,0,2,2,9,0.218144,0.224647,0,0
27641,,9,1,1,2,1,1,2,8,0.231335,0.239437,1130.932561,0
26378,,317,0,1,1,0,1,1,1,1,1,0,0
26379,,317,1,0,1,1,0,1,0,0,0,0,0
26381,,2,0,1,1,0,1,1,8,0.261475,0.272568,0,0
26383,,11,1,3,4,1,3,4,8,0.251395,0.261523,1.444444,0.333333
26384,,11,0,1,1,0,1,1,9,0.19352,0.197987,0,0
26385,,8,0,5,5,0,5,5,8,0.245713,0.255127,0,0.55
26386,,16,0,1,1,0,1,1,9,0.211834,0.217468,0,0
26387,,7,0,1,1,0,1,1,8,0.233233,0.240201,0,0
26389,,11,0,1,1,0,1,1,8,0.244275,0.253708,0,0
26390,,6,0,1,1,0,1,1,8,0.234493,0.241933,0,0
26391,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26392,,16,0,1,1,0,1,1,8,0.257544,0.268689,0,0
26393,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26394,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26396,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26397,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26399,,16,0,2,2,0,2,2,9,0.214957,0.220703,0,1
26401,,10,0,1,1,0,1,1,9,0.234856,0.243135,0,0
26505,,21,1,0,1,1,0,1,0,0,0,0,0
27466,,21,1,0,1,1,0,1,0,0,0,0,0
26403,,7,0,2,2,0,2,2,9,0.211309,0.216761,0,0.5
26404,,5,0,1,1,0,1,1,9,0.210104,0.215708,0,0
26406,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26407,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26408,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26409,,7,0,1,1,0,1,1,8,0.227715,0.234326,0,0
26410,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26413,,16,0,1,1,0,1,1,9,0.211371,0.217148,0,0
26414,,16,0,1,1,0,1,1,10,0.19224,0.196676,0,0
26415,,8,0,1,1,0,1,1,8,0.242744,0.250975,0,0
26416,,11,0,1,1,0,1,1,9,0.203824,0.20864,0,0
26417,,5,0,1,1,0,1,1,9,0.235167,0.243063,0,0
26418,,16,0,2,2,0,2,2,9,0.235364,0.244106,0,0
26419,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26420,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26422,,11,0,1,1,0,1,1,9,0.198423,0.203131,0,0
26423,,15,0,1,1,0,1,1,9,0.219041,0.225066,0,0
26424,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26426,,8,0,1,1,0,1,1,8,0.263743,0.27463,0,0
26428,,15,0,2,2,0,2,2,9,0.223185,0.230281,0,0.5
26430,,7,0,5,5,0,5,5,8,0.251463,0.261107,0,0.25
26431,,15,1,2,3,1,2,3,9,0.223185,0.230281,7.823617,0.166667
26435,,11,0,6,6,0,6,6,8,0.240168,0.2491,0,0
27900,,11,1,0,1,1,0,1,0,0,0,0,0
26436,,1,0,1,1,0,1,1,2,0.555556,0.6,0,0
32907,,1,1,1,2,1,1,2,2,0.571429,0.625,0,0
32910,,1,1,1,2,1,1,2,2,0.571429,0.625,0,0
32911,,1,1,1,2,1,1,2,2,0.571429,0.625,0,0
35137,,1,2,0,2,2,0,2,0,0,0,0,0.5
28798,,5,1,0,1,1,0,1,0,0,0,0,0
28799,,5,1,0,1,1,0,1,0,0,0,0,0
29167,,5,2,0,2,2,0,2,0,0,0,0,0
33033,,5,1,0,1,1,0,1,0,0,0,0,0
26441,,5,0,1,1,0,1,1,1,1,1,0,0
26445,,11,0,1,1,0,1,1,8,0.251382,0.261452,0,0
26451,,8,0,1,1,0,1,1,10,0.17715,0.180384,0,0
26453,,8,0,1,1,0,1,1,9,0.223726,0.230675,0,0
26454,,8,0,2,2,0,2,2,8,0.248286,0.257542,0,0
26456,,8,0,6,6,0,6,6,8,0.266766,0.278072,0,0.333333
26457,,11,0,1,1,0,1,1,9,0.212176,0.218018,0,0
26458,,6,0,1,1,0,1,1,10,0.170191,0.173177,0,0
28113,,12,1,0,1,1,0,1,0,0,0,0,0
26461,,318,0,3,3,0,3,3,9,0.229008,0.23613,0,0
26462,,11,0,1,1,0,1,1,8,0.239018,0.246295,0,0
26463,,7,0,1,1,0,1,1,8,0.272188,0.283721,0,0
26466,,8,0,1,1,0,1,1,9,0.225042,0.231898,0,0
26467,,8,0,1,1,0,1,1,9,0.225042,0.231898,0,0
26470,,11,0,1,1,0,1,1,9,0.189976,0.194051,0,0
26473,,15,0,1,1,0,1,1,9,0.227687,0.23488,0,0
26475,,16,0,1,1,0,1,1,9,0.221439,0.22799,0,0
26476,,11,0,1,1,0,1,1,9,0.231783,0.240091,0,0
26477,,11,0,2,2,0,2,2,8,0.239896,0.248297,0,1
26479,,10,0,1,1,0,1,1,9,0.227654,0.235503,0,0
26483,,7,0,1,1,0,1,1,1,1,1,0,0
26484,,15,0,2,2,0,2,2,9,0.210866,0.216564,0,0
26485,,10,0,3,3,0,3,3,8,0.263396,0.274332,0,0.5
31527,,152,1,0,1,1,0,1,0,0,0,0,0
26487,,8,0,2,2,0,2,2,8,0.262774,0.273518,0,0.5
26489,,7,0,1,1,0,1,1,8,0.257706,0.267944,0,0
26490,,7,0,1,1,0,1,1,8,0.227894,0.234369,0,0
26496,,11,0,1,1,0,1,1,9,0.224032,0.231579,0,0
26497,,11,0,1,1,0,1,1,10,0.19248,0.197046,0,0
26499,,15,0,3,3,0,3,3,7,0.29391,0.308456,0,0.333333
26500,,16,0,1,1,0,1,1,10,0.165906,0.168597,0,0
26502,,21,0,1,1,0,1,1,2,0.6,0.666667,0,0
26506,,8,0,2,2,0,2,2,9,0.225123,0.232399,0,0.5
26507,,18,0,1,1,0,1,1,9,0.178176,0.181669,0,0
29062,,8,1,1,2,1,1,2,1,1,1,0,0
26509,,16,0,1,1,0,1,1,9,0.221439,0.22799,0,0
26510,,11,0,1,1,0,1,1,10,0.173471,0.176828,0,0
26512,,0,1,0,1,1,0,1,0,0,0,0,0
26514,,7,0,1,1,0,1,1,1,1,1,0,0
26516,,5,0,1,1,0,1,1,9,0.22971,0.237607,0,0
26517,,11,0,1,1,0,1,1,9,0.238773,0.247361,0,0
26518,,11,0,1,1,0,1,1,8,0.239859,0.247713,0,0
26519,,8,0,1,1,0,1,1,9,0.216823,0.223028,0,0
26521,,5,0,1,1,0,1,1,9,0.235541,0.243648,0,0
26522,,15,0,2,2,0,2,2,8,0.220858,0.228057,0,1
26525,,11,0,1,1,0,1,1,9,0.224032,0.231579,0,0
28980,,7,1,0,1,1,0,1,0,0,0,0,0
30177,,7,1,0,1,1,0,1,0,0,0,0,0
26529,,8,0,9,9,0,9,9,8,0.262277,0.272979,0,0.236111
26531,,7,0,2,2,0,2,2,9,0.21319,0.218974,0,0
26533,,8,0,1,1,0,1,1,9,0.201803,0.206834,0,0
26535,,5,0,1,1,0,1,1,9,0.22971,0.237607,0,0
26538,,6,0,1,1,0,1,1,8,0.234493,0.242444,0,0
26540,,2,0,1,1,0,1,1,9,0.207512,0.212892,0,0
26541,,2,1,2,3,1,2,3,8,0.261835,0.272999,18827,0.166667
26542,,11,0,1,1,0,1,1,9,0.206086,0.211843,0,0
26543,,16,0,1,1,0,1,1,10,0.193877,0.198377,0,0
26544,,7,0,1,1,0,1,1,9,0.200066,0.204368,0,0
26546,,11,0,1,1,0,1,1,9,0.201408,0.206473,0,0
26547,,7,0,1,1,0,1,1,8,0.237622,0.245065,0,0
26548,,10,0,1,1,0,1,1,9,0.21028,0.216083,0,0
26549,,11,0,1,1,0,1,1,8,0.267429,0.278245,0,0
26550,,9,0,4,4,0,4,4,9,0.185625,0.190248,0,0.416667
26553,,8,0,1,1,0,1,1,8,0.236815,0.244762,0,0
26554,,7,0,1,1,0,1,1,9,0.193032,0.196903,0,0
26555,,8,0,1,1,0,1,1,9,0.210772,0.216624,0,0
26556,,8,0,1,1,0,1,1,9,0.19551,0.200141,0,0
26557,,16,0,1,1,0,1,1,8,0.226676,0.234633,0,0
26558,,15,0,1,1,0,1,1,1,1,1,0,0
26559,,2,0,1,1,0,1,1,8,0.261475,0.272568,0,0
26560,,15,0,1,1,0,1,1,9,0.219654,0.226201,0,0
26561,,15,0,1,1,0,1,1,9,0.220297,0.227161,0,0
26562,,15,0,1,1,0,1,1,8,0.236262,0.244204,0,0
26563,,319,0,1,1,0,1,1,1,1,1,0,0
26564,,319,1,0,1,1,0,1,0,0,0,0,0
26565,,5,0,1,1,0,1,1,10,0.182688,0.186486,0,0
26566,,121,0,1,1,0,1,1,12,0.131531,0.133,0,0
26567,,11,0,1,1,0,1,1,9,0.23085,0.239151,0,0
